SubType,Rent,Rooms,Area_m2,Zip,Lat,Lon,Floor,Year_Built,is_renovated,Balcony,Elevator,Parking,View,Fireplace,Child_Friendly,CableTV,New_Building,Minergie,Wheelchair
FLAT,1270.0,2.5,57.0,2720,47.2232043468748,7.10454166966231,1.0,2025.0,0,0,1,0,0,0,1,0,1,0,1
FLAT,810.0,1.5,27.0,2543,47.1803196,7.360872,0.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,590.0,1.5,20.0,2610,47.1527358252571,7.00103647719761,3.0,1957.0,0,0,0,0,1,0,0,0,0,0,0
FLAT,1000.0,1.0,37.0,2502,47.1340662249681,7.24759132771244,5.0,1996.0,0,1,0,0,1,0,0,0,0,0,0
FLAT,960.0,3.0,68.0,2735,47.2381336,7.2793011,1.0,1996.0,0,0,0,0,0,0,1,0,0,0,0
FLAT,1110.0,3.0,69.0,4900,47.2016786,7.7817409,1.0,1996.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1300.0,4.5,75.0,2610,47.1513642,6.9946644,2.0,1996.0,1,0,0,0,0,0,1,0,0,0,0
FLAT,1000.0,3.0,57.0,2610,47.1526232,7.0007189,3.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,790.0,2.0,51.0,2603,47.1928125157983,7.24472356286655,-1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1240.0,3.5,64.0,3360,47.1887851,7.704129200000001,1.0,1996.0,0,1,0,1,1,0,1,1,0,0,0
FLAT,1300.0,3.0,68.0,2558,47.1218782,7.2872004,2.0,1996.0,0,1,0,0,0,0,1,0,0,0,0
FLAT,1070.0,3.0,57.0,2543,47.1804161071777,7.37385082244873,1.0,1996.0,0,1,0,0,0,0,1,1,0,0,0
FLAT,1160.0,3.5,63.0,2720,47.2230812,7.096391199999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,550.0,1.5,18.0,3110,46.8736197,7.551441899999999,0.0,1996.0,0,1,0,1,1,0,1,0,1,0,0
ROOF_FLAT,1300.0,2.5,70.0,2563,47.1154219,7.2362916,2.0,1996.0,0,0,0,1,1,0,0,1,0,0,0
ROOF_FLAT,850.0,1.5,33.0,3400,47.0656255,7.6216657,2.0,1996.0,0,0,0,0,0,0,0,1,0,0,0
FLAT,1150.0,3.0,55.0,3400,47.0534297,7.6150041,1.0,1996.0,0,1,0,1,0,0,0,1,0,0,0
FLAT,1190.0,3.0,64.0,2503,47.1295871,7.2510653,0.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1220.0,3.5,67.0,2500,47.1461705415302,7.26904262490724,1.0,1996.0,0,1,1,0,1,0,0,0,0,0,0
SINGLE_ROOM,1200.0,1.0,23.0,3012,46.9622388111888,7.433398601398597,1.0,1996.0,0,0,0,0,0,0,0,1,0,0,0
FLAT,1030.0,3.0,66.0,2740,47.27559549999999,7.369100599999999,0.0,1996.0,0,1,0,0,0,0,1,0,0,0,0
FLAT,1300.0,2.5,40.0,2577,47.0340806078234,7.1882484915733,1.0,1996.0,1,0,0,1,0,0,0,0,0,0,0
FLAT,1150.0,2.0,43.0,2503,47.13542,7.25288,2.0,1996.0,0,0,0,0,0,0,0,1,0,0,0
FLAT,1196.0,2.0,55.0,3006,46.940489857427096,7.471022139939705,1.0,1996.0,1,1,0,0,0,0,0,0,0,0,0
FLAT,1000.0,3.5,90.0,2720,47.2180065,7.1231133,0.0,1942.0,1,1,0,1,0,0,0,0,0,0,0
FLAT,1200.0,4.5,85.0,3295,47.1531739,7.4102938,1.0,1966.0,1,1,0,1,1,0,0,0,0,0,0
FLAT,1200.0,3.0,76.0,3454,47.0366141,7.7646384,1.0,1996.0,1,0,0,1,0,0,1,0,0,0,0
ROOF_FLAT,960.0,1.0,60.0,3367,47.1444854736328,7.73782777786255,2.0,2015.0,0,1,0,1,1,1,0,1,1,0,0
FLAT,1060.0,2.0,43.0,3054,47.030614,7.375456199999999,1.0,1928.0,0,1,0,1,0,0,0,0,0,0,0
STUDIO,690.0,1.0,23.0,3507,46.9277265,7.6295623,0.0,1996.0,1,1,0,1,0,0,0,1,0,0,0
FLAT,1290.0,3.5,80.0,2520,47.0633486,7.092297899999999,1.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,2.5,50.0,2516,47.1173330596843,7.13551901980608,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,990.0,3.5,70.0,2616,47.1273357,6.9303099,0.0,1996.0,0,0,0,1,0,0,1,1,0,0,0
STUDIO,775.0,1.5,30.0,2563,47.1106584,7.2283782,0.0,1967.0,1,0,0,0,0,0,0,1,0,0,0
DUPLEX,1190.0,3.0,60.0,2553,47.1471005,7.3180852,1.0,1996.0,1,0,0,0,1,0,0,1,0,0,0
FLAT,970.0,1.5,38.0,4900,47.2016944885254,7.78222513198852,0.0,2010.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1150.0,1.5,50.0,3422,47.08537,7.58412,2.0,1996.0,0,0,1,1,0,0,0,1,0,0,0
FLAT,1150.0,1.5,50.0,3011,47.0853451171074,7.584292645240085,2.0,1996.0,0,0,1,1,0,0,0,1,0,0,0
FLAT,1200.0,2.5,62.0,2503,47.13259,7.25343,0.0,1996.0,0,1,0,0,0,0,0,1,0,0,0
FLAT,1220.0,3.0,57.0,2500,47.152837,7.2861101,5.0,1996.0,0,1,1,1,1,0,0,0,0,0,0
FLAT,995.0,1.0,30.0,3600,46.7506508,7.6140447,4.0,1976.0,0,1,1,0,1,0,0,1,1,0,1
STUDIO,1095.0,1.0,20.0,3646,46.7024531,7.655897599999999,0.0,2018.0,0,1,0,1,1,0,0,1,0,0,1
FLAT,720.0,1.0,36.0,3312,47.0850935,7.5274417,1.0,1996.0,0,0,0,1,0,0,0,0,0,0,0
FLAT,980.0,3.0,67.0,2610,47.1497994,6.9917845,2.0,1932.0,0,1,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1000.0,1.0,11.0,3012,46.9622388111888,7.433398601398597,2.0,1996.0,0,0,0,0,0,0,0,1,0,0,0
FLAT,1245.0,4.5,100.0,2740,47.2806154,7.3697382,1.0,1996.0,1,0,1,1,1,0,0,1,0,0,0
FLAT,1090.0,2.5,62.0,3272,47.0602545,7.226564399999999,2.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1270.0,4.5,85.0,2605,47.1985453,7.179347,0.0,1968.0,1,1,0,1,1,0,1,1,0,0,0
FLAT,970.0,1.5,35.0,3400,47.0463226514832,7.62207528594169,1.0,2007.0,0,0,1,1,1,0,0,1,1,0,0
STUDIO,900.0,1.0,50.0,3126,46.836654266784,7.5023726171977,0.0,1996.0,0,0,0,1,0,0,0,0,0,0,0
SINGLE_ROOM,740.0,1.0,17.0,3628,46.7935663904537,7.57778241116205,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1100.0,2.5,48.0,4900,47.2157613,7.797359299999999,1.0,1996.0,0,1,0,1,1,0,1,1,0,0,0
FLAT,1160.0,2.5,55.0,2502,47.1458471,7.2549632,3.0,1996.0,0,0,0,0,1,0,0,0,0,0,0
FLAT,1190.0,2.0,43.0,3053,47.0217671,7.450329299999999,0.0,1996.0,1,1,0,1,0,0,0,1,0,0,0
STUDIO,550.0,1.0,30.0,3612,46.76955,7.63022,-1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
ROOF_FLAT,1110.0,4.0,70.0,4936,47.14628,7.7899719,3.0,1996.0,0,1,0,1,0,0,1,1,0,0,0
FLAT,785.0,1.0,27.0,3063,46.9783695,7.4719489,0.0,1972.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,770.0,1.0,18.0,3008,46.9486788540753,7.42629452070064,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,920.0,2.5,75.0,2534,47.1600784618631,7.21273808776869,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1100.0,1.0,85.0,3072,46.9525674,7.4837694,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1000.0,2.0,44.0,2533,47.1472573,7.2326372,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1300.0,2.5,55.0,3098,46.9102871,7.4158593,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,3.5,90.0,3412,47.0580567,7.6734735,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,650.0,1.0,20.0,4954,47.0784939925397,7.82841448101476,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1290.0,2.5,68.0,3661,46.7742794,7.5761776,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,800.0,1.0,20.0,4914,47.2418558252559,7.82072493114979,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,700.0,1.0,30.0,3713,46.6313953,7.7224622,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,580.0,1.0,24.0,3400,47.06076049804688,7.630343437194824,2.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,1100.0,4.5,90.0,2610,47.1292504149095,7.00636505285435,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,820.0,1.0,18.0,3032,46.9695861,7.3758855,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1090.0,1.0,40.0,3033,46.971571,7.3570256,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,500.0,1.0,17.0,2502,47.148898356797,7.25066010176066,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,700.0,1.5,30.0,3380,47.2295534974708,7.65153212013702,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1190.0,2.0,40.0,3612,46.7712496,7.631340900000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,980.0,2.5,58.0,4955,47.1503513896914,7.87770075869226,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,820.0,1.0,18.0,3032,46.9695861,7.3758855,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,4.5,82.0,2616,47.1278935726043,6.93150615909283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,950.0,1.5,60.0,3422,47.1056212,7.5728074,2.0,1996.0,0,0,0,1,1,1,0,0,0,0,0
FLAT,1130.0,3.5,70.0,2740,47.276657761034,7.37078800875249,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,480.0,1.0,15.0,2503,47.1336775414276,7.25722153935541,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,700.0,1.0,15.0,3855,46.7199693076635,8.03853801313303,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1150.0,2.5,50.0,2503,47.1318145,7.2490277,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,650.0,1.0,19.0,3049,46.9902067,7.3427601,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,780.0,1.0,30.0,3063,46.9781037,7.486274399999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,600.0,1.0,15.0,3282,47.0364864,7.2605238,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,3.0,60.0,2560,47.1283901,7.2452441,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,1.0,65.0,3087,46.8620182,7.4645349,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1300.0,2.0,48.0,3654,46.7131485,7.702816,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,990.0,1.5,32.0,3665,46.7645995675906,7.47870616486875,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,750.0,1.0,16.0,4933,47.1733373239856,7.77434403008678,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1285.0,2.5,57.0,3065,46.9847164,7.502447699999998,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1130.0,2.0,60.0,3534,46.9124078323118,7.71591131017351,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1100.0,3.5,115.0,2606,47.19426,7.1440052,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1150.0,3.5,80.0,3475,47.15300269999999,7.6966869,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,980.0,2.5,70.0,2502,47.148898356797,7.25066010176066,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,550.0,1.0,16.0,3400,47.0562339250301,7.61862872414379,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,880.0,1.0,30.0,3004,46.9661766,7.4419171,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,800.0,1.0,12.0,2502,47.148898356797,7.25066010176066,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,2.5,55.0,2503,47.1336775414276,7.25722153935541,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,900.0,3.5,60.0,2502,47.141637,7.2490849,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1140.0,3.5,65.0,3296,47.16807,7.42897,1.0,1996.0,1,1,0,0,1,0,0,0,0,0,0
SINGLE_ROOM,800.0,1.0,124.0,3004,46.9740716030544,7.45222485161949,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,890.0,2.5,58.0,2740,47.276657761034,7.37078800875249,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,3.0,67.0,2552,47.1398373,7.3139888,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
ROOF_FLAT,1050.0,2.5,55.0,3454,47.0325622,7.7519946,3.0,1992.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,970.0,3.0,80.0,2606,47.19347381591797,7.135651588439941,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1290.0,2.5,65.0,2520,47.0637797733158,7.09229990237884,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,610.0,1.0,14.0,3144,46.9028982,7.4019114,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,775.0,1.0,38.0,3414,47.03686099999999,7.6370277,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,950.0,1.0,22.0,3011,46.9496260654891,7.44353051033796,2.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1300.0,3.5,75.0,3159,46.7915981829385,7.34678856189011,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,2.5,61.0,2557,47.1175897,7.2957908,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,740.0,2.0,40.0,2333,47.1718044671906,6.94956307332305,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,2.5,61.0,2557,47.1175897,7.2957908,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,800.0,1.0,20.0,3053,47.0388311572817,7.43151045595875,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1180.0,2.0,56.0,4932,47.1922559,7.7918173,1.0,1996.0,1,1,0,1,0,0,0,1,0,0,0
FLAT,780.0,1.5,40.0,3238,47.0281409,7.0506622,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,3.5,90.0,2744,47.2828229078456,7.40508399075486,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,750.0,1.0,17.0,3205,46.94043694589987,7.251185622112844,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1300.0,2.5,65.0,3550,46.9385556,7.787132600000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,700.0,3.5,90.0,2333,47.143133352402,6.89258580034936,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,600.0,1.0,14.0,2552,47.1402733,7.302004800000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1260.0,3.5,75.0,3418,47.038369,7.6935055,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,880.0,2.0,45.0,2710,47.2202386946898,7.19881048468032,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
STUDIO,1150.0,1.0,40.0,3303,47.0498541740933,7.49874274045319,1.0,1996.0,0,1,0,1,1,0,0,1,0,0,0
FLAT,950.0,2.5,100.0,2502,47.148898356797,7.25066010176066,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1237.0,2.5,75.0,3054,47.0438747841142,7.37754667584871,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,750.0,1.0,26.0,4933,47.1733373239856,7.77434403008678,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,868.0,1.0,18.0,3065,46.9754739,7.493487099999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,1.5,40.0,3007,46.93795859999999,7.4324471,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,2.5,60.0,4932,47.1924181,7.7917128,3.0,1996.0,1,0,0,1,0,0,0,1,0,0,0
FLAT,1190.0,3.0,64.0,2552,47.1390980628232,7.30707729910245,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1260.0,3.5,80.0,3177,46.904203081041,7.23817753905949,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,800.0,1.0,24.0,3282,47.0364864,7.2605238,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,850.0,1.0,20.0,3123,46.8934175,7.498036900000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1000.0,1.0,36.0,3049,46.9902067,7.3427601,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,850.0,1.0,14.0,3067,46.9521972,7.5517368,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,770.0,1.0,21.0,2563,47.11832,7.242421199999999,2.0,1996.0,0,0,0,1,0,0,0,0,0,0,0
FLAT,910.0,1.5,21.0,2555,47.1198374,7.2749774,0.0,1965.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,990.0,1.0,41.0,3237,47.0231082,7.1498553,1.0,2025.0,0,0,1,1,1,0,1,0,1,0,1
STUDIO,1000.0,1.5,38.0,3800,46.6833106,7.8587911,1.0,1980.0,1,1,0,0,0,0,1,0,0,0,1
STUDIO,810.0,1.5,33.0,3600,46.7545835,7.6197237,0.0,1996.0,1,1,0,0,0,0,1,0,0,0,1
ROOF_FLAT,1000.0,1.5,45.0,3267,47.0239748,7.3266996,2.0,2001.0,1,0,0,1,0,0,0,0,0,0,0
SINGLE_ROOM,450.0,1.0,12.0,3098,46.918992,7.406074899999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,930.0,2.5,71.0,2534,47.1600784618631,7.21273808776869,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,952.0,3.0,61.0,2558,47.122352,7.2850378,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,450.0,1.0,12.0,3098,46.918992,7.406074899999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,950.0,2.5,60.0,2740,47.276657761034,7.37078800875249,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,560.0,1.0,15.0,3076,46.9298107,7.5581898,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1300.0,4.5,110.0,3800,46.6870732112559,7.86991068781008,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1300.0,2.5,50.0,3096,46.8521955,7.415596400000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1150.0,2.5,90.0,3551,46.9667076,7.788169,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,900.0,3.0,75.0,2610,47.1532990016149,7.0020049193974,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1300.0,1.0,80.0,3454,47.0266602,7.7798778,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,2.5,70.0,3293,47.119201,7.3393246,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,720.0,1.0,35.0,3400,47.0664837,7.6193517,0.0,1954.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,3.5,84.0,3753,46.6600583122855,7.57786125730935,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,650.0,1.0,20.0,3006,46.94569778442383,7.461596488952637,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1230.0,4.0,98.0,3155,46.8083045863691,7.41202857057026,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1150.0,4.0,85.0,2738,47.2377242,7.338587,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,540.0,1.0,10.0,3008,46.9363933,7.4192191,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,750.0,1.0,30.0,3250,47.07444542739695,7.300097880426026,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,3.0,70.0,2503,47.1336775414276,7.25722153935541,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,3.5,80.0,4914,47.23966979980469,7.822694778442383,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,1050.0,1.0,15.0,3018,46.94558,7.38988,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,3.0,70.0,3238,47.030835,7.054668299999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,3.0,68.0,4917,47.191161,7.8481804,3.0,1996.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,1250.0,3.0,67.0,2552,47.1398373,7.3139888,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,940.0,2.5,72.0,3432,46.9898475849083,7.66257186012473,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,680.0,2.5,60.0,2720,47.2232517,7.1023315,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1300.0,2.5,80.0,3363,47.18251189999999,7.6897969,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1190.0,4.5,90.0,2610,47.1511847,6.9938743,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,945.0,3.5,63.0,2720,47.2231582,7.1011042,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1150.0,3.0,50.0,3412,47.0558646,7.648838100000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1150.0,2.5,70.0,3400,47.0537838094083,7.62453597748884,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1290.0,4.5,80.0,2615,47.1385544,6.9665338,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,700.0,1.0,18.0,2552,47.1402733,7.302004800000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,650.0,1.0,21.0,4537,47.2515779,7.646672499999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1100.0,2.0,50.0,3132,46.8077347518548,7.4347416973702,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,900.0,1.0,25.0,3270,47.0502465,7.2835875,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,850.0,1.0,18.0,2503,47.1336775414276,7.25722153935541,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,600.0,1.0,12.0,3362,47.1853953,7.695668399999999,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,990.0,3.5,71.0,2616,47.124209,6.9230649,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,750.0,1.0,100.0,3457,47.0434566563783,7.79733919036703,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1250.0,3.5,80.0,4912,47.23669599999999,7.780858500000001,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,500.0,1.5,70.0,3512,46.9478539706786,7.62055399847535,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1270.0,3.5,95.0,3454,47.0280791457426,7.74560537420946,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,970.0,2.5,62.0,2740,47.2770826,7.372519700000001,2.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
ROOF_FLAT,850.0,3.0,70.0,2740,47.2793084,7.381027100000001,2.0,1996.0,1,0,0,1,1,0,0,0,0,0,0
FLAT,650.0,2.0,65.0,3076,46.9306806826857,7.56522837071982,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,750.0,1.0,25.0,3097,46.930389127511,7.41877132479393,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,750.0,1.0,25.0,3097,46.930389127511,7.41877132479393,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,900.0,2.5,50.0,3154,46.7959220645152,7.39601552689133,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,900.0,4.5,85.0,2745,47.2832899,7.4382828,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,5.0,140.0,2715,47.2763079238829,7.20023683519231,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,990.0,2.5,60.0,2543,47.1787486,7.375912,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,650.0,1.0,10.0,3853,46.7189147355943,7.93186954676099,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,900.0,1.0,16.0,2563,47.1116231,7.2346328,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,2.0,60.0,2516,47.1173330596843,7.13551901980608,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,2.5,60.0,2517,47.1134717094988,7.10670171384967,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,650.0,1.0,17.0,3510,46.8684368,7.6150686,0.0,1996.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1150.0,3.0,78.0,3455,47.0254174509866,7.74230000748834,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1200.0,1.5,30.0,4914,47.2402588,7.8224603,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_ROOM,690.0,1.0,30.0,3428,47.15228178147,7.55943557785496,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1050.0,2.5,65.0,3206,46.9210763136359,7.22649887354352,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,980.0,1.5,28.0,3800,46.6870732112559,7.86991068781008,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1185.0,2.5,55.0,3766,46.6290392308249,7.3903428910888,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
