SubType,Rent,Rooms,Area_m2,Zip,Lat,Lon,Floor,Year_Built,is_renovated,Balcony,Elevator,Parking,View,Fireplace,Child_Friendly,CableTV,New_Building,Minergie,Wheelchair
ROOF_FLAT,4180.0,1.5,130.0,3963,46.328016899377,7.495871734287,0.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,2520.0,1.5,120.0,3904,46.323754898376,7.986891734283,2.0,2020.0,0,1,1,1,1,0,1,1,0,0,1
FLAT,2330.0,1.5,140.0,3912,46.327833890378,8.022181735281,1.0,2020.0,0,0,1,1,1,0,0,0,0,0,0
FLAT,3690.0,1.5,200.0,3963,46.334145893379,7.496261734288,0.0,1996.0,0,1,0,1,0,0,1,0,0,0,0
FLAT,3690.0,1.5,17.0,3963,46.334145893379,7.496261734288,1.0,1996.0,1,1,1,1,0,1,0,0,0,0,0
FLAT,2210.0,1.5,11.0,1911,46.199148896374,7.171061734282,0.0,1996.0,0,1,0,1,1,0,1,0,0,0,0
FLAT,7500.0,1.0,160.0,3963,46.328016899377,7.495871734287,0.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,2550.0,1.5,20.0,1871,46.239564899377,6.951181734285,0.0,1996.0,1,1,0,1,1,0,0,0,0,0,0
FLAT,2460.0,1.5,120.0,3922,46.233104890378,7.870671734285,1.0,1996.0,1,1,0,1,1,0,0,0,0,0,0
FLAT,2020.0,1.5,19.0,1950,46.223034893379,7.333961734283,-1.0,2025.0,0,1,1,1,1,0,1,0,0,1,1
FLAT,2950.0,1.5,150.0,1950,46.234854894372,7.348921734281,1.0,1996.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,2580.0,1.5,18.0,1964,46.220988893371,7.300951734287,2.0,2024.0,0,1,1,0,1,0,1,1,0,1,1
FLAT,2490.0,1.5,140.0,1890,46.213874894372,7.007511739285,2.0,2003.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,3070.0,1.5,20.0,3930,46.290764894372,7.887711737282,1.0,1996.0,0,1,0,0,0,0,0,0,0,0,0
FLAT,2670.0,1.5,140.0,3930,46.297824890378,7.876791734282,1.0,1996.0,1,1,1,1,1,0,1,0,0,0,0
FLAT,2470.0,1.5,130.0,3930,46.297824890378,7.876791734282,1.0,1996.0,1,1,1,1,1,0,1,0,0,0,0
FLAT,9220.0,1.0,190.0,3963,46.317344896374,7.496971734283,0.0,1996.0,0,1,0,1,1,0,1,0,0,0,0
FLAT,2030.0,1.5,14.0,1868,46.265394895373,6.949481734283,2.0,2025.0,0,1,1,1,0,0,0,0,0,1,1
FLAT,1840.0,1.0,13.0,1997,46.184104899377,7.299951734286,3.0,1996.0,0,0,0,0,1,0,0,0,0,0,0
SINGLE_HOUSE,4050.0,1.5,210.0,1967,46.233034898376,7.407651734286,0.0,2011.0,0,1,0,1,0,0,1,0,0,0,0
ATTIC_FLAT,2330.0,1.5,20.0,3970,46.314154894372,7.571771733281,3.0,2025.0,0,1,1,1,0,0,1,1,1,0,1
FLAT,4300.0,1.5,130.0,3963,46.334145893379,7.496261734288,2.0,1996.0,1,0,0,0,0,0,0,0,0,0,0
FLAT,1160.0,1.5,15.0,3963,46.307364893379,7.464781734284,0.0,1996.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,2080.0,1.5,130.0,3960,46.295444894371,7.523591734281,3.0,1996.0,0,1,1,1,1,0,1,0,0,0,1
ROOF_FLAT,2050.0,1.5,17.0,3960,46.290066895373,7.522101735281,4.0,2020.0,1,1,1,1,0,0,1,0,0,0,1
FLAT,4920.0,1.0,120.0,1936,46.095919899377,7.228831739289,0.0,1996.0,0,0,0,0,1,0,0,0,0,0,0
FLAT,2460.0,1.0,120.0,3963,46.333424894372,7.503691735283,0.0,1993.0,1,1,0,1,0,0,1,1,0,0,1
FLAT,2330.0,1.5,160.0,1950,46.235200893379,7.360741739284,4.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2620.0,1.5,210.0,3945,46.314153898376,7.736541734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
OTHER_TYPE,5160.0,1.0,250.0,3975,46.307274890378,7.494381734283,0.0,1983.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,4610.0,1.0,16.0,3963,46.310394899377,7.462191733283,1.0,1996.0,0,1,1,1,1,0,0,0,0,0,0
FLAT,2160.0,1.5,15.0,1964,46.221230896374,7.297931734282,2.0,2021.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,2280.0,1.5,150.0,3952,46.307694898376,7.644341735286,2.0,1996.0,1,1,0,1,0,0,1,0,0,0,0
FLAT,8610.0,1.0,120.0,3963,46.307004894372,7.467191733283,0.0,1980.0,1,0,0,1,1,0,1,0,1,0,0
ROOF_FLAT,2410.0,1.5,170.0,3952,46.297176894371,7.646211739284,3.0,2012.0,1,1,1,1,1,0,1,0,0,0,1
FLAT,2070.0,1.5,16.0,1870,46.256664890378,6.946141734281,4.0,2018.0,0,0,0,0,0,0,0,0,0,0,0
ATTIC_FLAT,2090.0,1.5,15.0,1958,46.253844897375,7.419121730289,3.0,1996.0,0,1,1,1,0,0,0,0,0,0,0
FLAT,2580.0,1.5,12.0,1903,46.170394899377,7.035051734283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2210.0,1.5,13.0,3963,46.328016899377,7.495871734287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2000.0,1.5,19.0,1890,46.214384893379,7.007351734284,5.0,1967.0,0,0,1,0,0,0,0,0,0,0,0
OTHER_TYPE,3930.0,1.5,190.0,1994,46.206059894372,7.314611734287,0.0,2022.0,0,0,0,1,1,0,0,0,0,0,0
FLAT,7380.0,1.5,170.0,3920,46.017834898376,7.747881734284,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2020.0,1.5,18.0,1913,46.171884890378,7.192241737286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2460.0,1.5,150.0,1870,46.250534895373,6.945361734284,3.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
ATTIC_FLAT,4550.0,1.5,170.0,1964,46.221275897375,7.300711734283,4.0,2025.0,0,1,1,1,1,0,1,1,0,0,1
FLAT,2270.0,1.5,20.0,1994,46.203114895373,7.308531734289,1.0,2025.0,0,1,1,1,1,0,1,1,0,1,1
FLAT,3440.0,1.5,13.0,3963,46.309523893371,7.472961734281,0.0,1996.0,1,1,0,1,0,0,0,0,0,0,0
ATTIC_FLAT,3870.0,1.5,200.0,3942,46.308625897375,7.795651736288,3.0,2024.0,0,1,0,0,0,0,0,0,1,0,0
FLAT,2120.0,1.5,18.0,3970,46.311345895373,7.569741733289,2.0,2018.0,0,1,1,0,1,0,1,0,0,0,0
FLAT,2330.0,1.5,13.0,3904,46.325797893379,7.996681736284,0.0,2015.0,0,1,1,1,1,0,1,0,0,0,0
FLAT,3250.0,1.5,170.0,1950,46.228899899377,7.351801734282,3.0,1965.0,1,1,0,1,1,0,1,0,0,0,0
SINGLE_HOUSE,3810.0,1.5,170.0,1870,46.256614890378,6.941641733287,0.0,1996.0,0,1,0,1,1,0,1,0,1,0,0
FLAT,2460.0,1.5,160.0,3983,46.356724890378,8.046631739281,1.0,1996.0,1,1,1,1,0,0,1,0,0,0,0
FLAT,2430.0,1.5,130.0,1965,46.249434897375,7.349991734287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2460.0,1.5,130.0,1981,46.206614898376,7.397131739284,0.0,1996.0,0,0,0,1,1,0,0,0,0,0,0
FLAT,2180.0,1.5,18.0,1902,46.176775894371,7.022541734288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2180.0,1.5,120.0,3952,46.309287895373,7.640041734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3170.0,1.5,18.0,1971,46.260774895373,7.386561735282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2210.0,1.5,16.0,1997,46.173374895373,7.285331736286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2930.0,1.5,160.0,3960,46.283834897375,7.501401734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,7380.0,1.5,200.0,1950,46.229214894372,7.362261734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2210.0,1.5,150.0,1908,46.173704899377,7.220721734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
TERRACE_FLAT,3010.0,1.5,18.0,3971,46.289474895373,7.478101734281,1.0,2025.0,0,1,1,1,0,0,1,0,0,0,1
FLAT,2560.0,1.5,20.0,1950,46.228085895373,7.354901730281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2580.0,1.0,190.0,3904,46.323608893371,7.985101736284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2120.0,1.5,15.0,1897,46.383584893379,6.856871737287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,19.0,3930,46.295200894371,7.880721738284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,19.0,3930,46.295200894371,7.880721738284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2460.0,1.5,160.0,1928,46.100234895373,7.056771734283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,19.0,3930,46.295200894371,7.880721738284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2710.0,1.5,120.0,1962,46.225136894371,7.318951734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2260.0,1.5,130.0,1891,46.213034899377,6.983341734285,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2820.0,1.0,130.0,1965,46.246690898376,7.345991735287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2820.0,1.0,11.0,3920,46.022784890378,7.746671734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2270.0,1.5,19.0,1868,46.264977893371,6.946411739287,3.0,2016.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2270.0,1.5,18.0,3970,46.311834894372,7.578571735288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
OTHER_TYPE,6150.0,1.5,140.0,1918,46.152374899377,7.232421734289,0.0,1996.0,0,1,0,1,1,1,0,0,0,0,0
SINGLE_HOUSE,3320.0,1.5,130.0,1896,46.338228890378,6.866321734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2820.0,2.5,260.0,1907,46.151667899377,7.171641734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3990.0,2.0,210.0,1985,46.114816896374,7.519901730283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2700.0,1.5,120.0,1874,46.161804895373,6.814441734283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,18.0,1920,46.102530899377,7.076881735287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2130.0,1.5,19.0,1897,46.362559896374,6.878851733281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2890.0,1.5,220.0,1950,46.229214894372,7.362261734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2620.0,1.5,210.0,3945,46.314153898376,7.736541734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2520.0,1.0,160.0,1911,46.203549893371,7.166751734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2020.0,1.0,13.0,3960,46.291714895373,7.536761734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2810.0,1.5,140.0,3904,46.326297893371,8.007781736287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2090.0,1.5,18.0,3960,46.289897893379,7.521961734285,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2270.0,1.5,17.0,1873,46.208819895373,6.901661739283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2520.0,1.5,120.0,1964,46.221229895373,7.299841730287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2090.0,1.5,11.0,1911,46.199148896374,7.171061734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2190.0,1.5,20.0,1950,46.230004897375,7.364801734287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2000.0,1.5,13.0,1950,46.228186893379,7.360061734285,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,19.0,1950,46.240437895373,7.364091735288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2060.0,1.5,15.0,1897,46.383943894372,6.856081734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3070.0,1.5,120.0,1966,46.264284895373,7.400691734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3070.0,1.5,14.0,3963,46.331278895373,7.532811730284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3090.0,1.5,120.0,1896,46.339190896374,6.865921734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3040.0,1.5,19.0,1950,46.229214894372,7.362261734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2190.0,1.5,17.0,1964,46.224004893371,7.304031730282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2210.0,1.5,140.0,3960,46.293243894371,7.519011734289,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2520.0,1.5,150.0,1926,46.136774894372,7.121421735286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2630.0,1.5,130.0,1950,46.232220893379,7.362071736289,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2420.0,1.5,130.0,3946,46.305344894371,7.702001734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2440.0,1.5,130.0,1920,46.100034893379,7.075001739281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3440.0,1.5,19.0,3963,46.309684893371,7.472361735282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3440.0,1.5,160.0,1918,46.144106897375,7.240051734288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2270.0,1.5,120.0,3952,46.308715896374,7.642441739282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2610.0,1.5,20.0,1868,46.267745898376,6.947511736281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2390.0,1.5,19.0,3904,46.327219894371,7.990231734287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2190.0,1.5,140.0,3904,46.325797893379,7.996681736284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2190.0,1.5,140.0,3904,46.325797893379,7.996681736284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3930.0,1.5,20.0,1997,46.177204899377,7.280171736284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2460.0,1.0,160.0,1996,46.195280896374,7.326551734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2600.0,1.5,180.0,1957,46.207345894372,7.252461734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,9840.0,1.5,160.0,3963,46.308194897375,7.480161734283,2.0,1996.0,1,1,1,0,1,0,1,0,0,0,0
FLAT,2700.0,1.5,19.0,3960,46.290299897375,7.519211739287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2090.0,1.5,140.0,3973,46.306144899377,7.528761734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2020.0,1.0,310.0,1920,46.102530899377,7.076881735287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2390.0,1.5,15.0,3963,46.331278895373,7.532811730284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2460.0,1.5,170.0,3934,46.274768896374,7.866351734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2460.0,1.5,170.0,3934,46.274768896374,7.866351734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2180.0,1.5,20.0,1905,46.148344894371,7.044081735281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2220.0,1.5,19.0,1872,46.229594893379,6.918241734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2390.0,1.5,17.0,1896,46.336414895373,6.891161739286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2020.0,1.5,15.0,1950,46.229214894372,7.362261734284,2.0,1996.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,3050.0,1.5,150.0,1870,46.256534895373,6.956881734289,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3010.0,1.5,150.0,1897,46.383447898376,6.855401734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2150.0,1.5,17.0,3971,46.288034898376,7.475061734282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2060.0,1.5,120.0,1872,46.244135893379,6.928811734285,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2270.0,1.5,17.0,1950,46.229214894372,7.362261734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2090.0,1.5,13.0,3960,46.291714895373,7.536761734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2640.0,1.5,210.0,3972,46.312734896374,7.548201734285,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3070.0,1.5,130.0,3963,46.306756893379,7.458341733283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2070.0,1.5,19.0,1991,46.206810895373,7.352521733289,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2390.0,1.5,140.0,1971,46.260184897375,7.385511734281,0.0,2006.0,1,0,0,0,1,0,0,0,0,0,1
FLAT,2150.0,1.5,160.0,1920,46.097794899377,7.065241734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2090.0,1.0,18.0,1965,46.259320896374,7.366321734283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2090.0,1.0,12.0,1873,46.187784894371,6.834871734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1980.0,1.5,14.0,1964,46.230277893379,7.312191736282,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2700.0,1.0,120.0,1973,46.227544893379,7.433611734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2190.0,1.5,120.0,3902,46.309454895373,7.972521734285,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,18.0,3954,46.380138894372,7.631841735288,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3560.0,1.0,530.0,1908,46.174019899377,7.228711734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3560.0,2.0,240.0,1994,46.206344898376,7.315851736283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3440.0,1.5,160.0,1870,46.247525899377,6.960481734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,4300.0,1.5,190.0,3963,46.331278895373,7.532811730284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2890.0,1.5,150.0,1971,46.260184897375,7.385511734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,4300.0,2.5,240.0,1875,46.240685895373,6.876911734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3070.0,1.5,120.0,1966,46.264284895373,7.400691734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.0,16.0,1997,46.184104899377,7.299951734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,120.0,1981,46.211323898376,7.397901734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,3690.0,2.5,220.0,1950,46.229214894372,7.362261734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2700.0,1.5,14.0,3963,46.307104895373,7.467131736285,3.0,1996.0,1,1,1,1,1,0,0,0,0,0,0
SINGLE_ROOM,2330.0,1.5,140.0,1965,46.251048890378,7.338241734285,0.0,1996.0,0,1,1,1,1,0,1,0,0,0,1
FLAT,2070.0,1.5,20.0,1868,46.270154899377,6.945701736289,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2890.0,1.5,210.0,1950,46.229214894372,7.362261734284,0.0,1996.0,0,1,0,1,1,0,0,0,0,0,0
TERRACE_FLAT,2490.0,1.5,140.0,3979,46.253335893379,7.452051734281,0.0,2011.0,0,1,1,1,1,0,0,0,0,0,0
FLAT,2090.0,1.5,17.0,1890,46.214004890378,7.002761739282,2.0,2026.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.5,17.0,1936,46.093094897375,7.219531730287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2580.0,1.5,18.0,1950,46.229214894372,7.362261734284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2330.0,1.0,16.0,1997,46.135447893371,7.315951735289,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2820.0,1.5,180.0,3972,46.310364899377,7.544071737281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3620.0,1.5,200.0,1965,46.241803897375,7.337491735281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2290.0,1.5,20.0,1920,46.102530899377,7.076881735287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2390.0,1.5,120.0,1873,46.204454893379,6.892931735287,4.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2460.0,1.0,120.0,1965,46.249434897375,7.349991734287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2150.0,1.5,120.0,3960,46.294824899377,7.522211735283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2020.0,1.5,120.0,1870,46.256534895373,6.956881734289,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,3070.0,1.5,190.0,1958,46.254414890378,7.417471734283,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2020.0,1.0,140.0,1925,46.083105890378,6.976361735284,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2020.0,1.5,120.0,1908,46.171674897375,7.221321734281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,8480.0,1.5,130.0,1936,46.101373899377,7.229141734287,0.0,1996.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,6760.0,1.5,160.0,1936,46.098214897375,7.224551734285,0.0,1996.0,0,1,1,1,1,0,0,0,0,0,0
OTHER_TYPE,11070.0,2.5,280.0,1997,46.175234896374,7.283561734289,0.0,1996.0,0,1,0,1,1,0,0,0,0,0,0
FLAT,2180.0,1.5,120.0,1920,46.102530899377,7.076881735287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
SINGLE_HOUSE,2700.0,1.5,150.0,3960,46.291714895373,7.536761734286,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,12910.0,1.5,210.0,3920,46.021054893379,7.748021735289,0.0,2023.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,2070.0,1.5,20.0,3951,46.295904895373,7.666571733281,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,2820.0,1.5,120.0,1920,46.102534896374,7.076881735287,0.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1730.0,3.5,73.0,6203,47.116430893379,8.195461730286,2.0,1996.0,1,1,0,1,0,0,0,0,0,0,0
FLAT,1590.0,3.5,95.0,6142,47.138134899377,7.961671734289,1.0,1953.0,1,1,0,1,1,0,1,0,0,0,0
OTHER_TYPE,1550.0,6.0,119.0,6196,46.853824893379,7.899941734281,0.0,1996.0,1,1,0,1,0,0,0,0,0,0,0
FLAT,1710.0,1.5,73.0,6260,47.248804893379,7.969891738288,0.0,1996.0,0,1,1,1,1,0,0,1,1,0,1
FLAT,1700.0,4.5,116.0,6166,46.975169897375,8.043291734286,0.0,2012.0,0,1,0,1,0,0,0,0,1,0,0
ATTIC_FLAT,1790.0,2.5,73.0,6260,47.246934890378,7.971251738288,3.0,1996.0,0,1,1,0,1,0,0,0,0,0,1
FLAT,1550.0,3.5,80.0,6264,47.230484894372,7.903801734282,2.0,2020.0,0,1,1,0,0,0,0,0,0,0,0
FLAT,1790.0,4.5,92.0,6221,47.218825890378,8.155331734287,1.0,1936.0,0,1,0,1,0,0,0,0,0,0,0
FLAT,1610.0,3.5,83.0,6214,47.177245894372,8.126961734283,3.0,1971.0,0,1,1,1,1,0,1,1,0,0,0
ATTIC_FLAT,1670.0,2.5,64.0,6170,46.946834893379,8.008361734284,4.0,2012.0,0,0,0,1,0,0,1,1,1,0,0
FLAT,1790.0,2.5,63.0,6020,47.068564893379,8.280291734284,1.0,2022.0,0,0,0,1,0,0,0,0,0,0,0
FLAT,1647.0,2.5,46.0,6005,47.031713894372,8.306161735288,15.0,2012.0,0,1,1,1,1,0,1,1,0,0,1
FLAT,1430.0,2.5,61.0,6014,47.054685894372,8.279661734287,7.0,1978.0,1,1,1,1,0,0,1,1,0,0,0
FLAT,1725.0,2.5,52.0,6020,47.069065899377,8.279401734281,1.0,2022.0,0,0,0,1,0,0,0,0,1,0,0
FLAT,1710.0,3.5,82.0,6015,47.060274896374,8.279961734285,8.0,1970.0,1,0,1,1,0,0,0,1,0,0,0
FLAT,1800.0,2.5,58.0,6020,47.073074890378,8.286431734286,6.0,2023.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1724.0,3.5,69.0,6020,47.088724893371,8.273411734284,1.0,2028.0,0,1,1,0,0,0,1,0,1,1,0
FLAT,1724.0,3.5,89.0,6146,47.169994897375,7.887001734284,2.0,2020.0,0,1,1,1,0,0,1,1,0,1,0
FLAT,1425.0,2.0,43.0,6006,47.058554898376,8.351261739286,-1.0,1970.0,1,1,0,0,0,0,1,0,0,0,0
FLAT,1700.0,2.0,57.0,6004,47.053194897375,8.308151734284,2.0,1860.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,1365.0,2.5,52.0,6004,47.052385894372,8.306741734283,5.0,1996.0,0,0,1,0,0,0,0,0,0,0,0
FLAT,1465.0,3.0,56.0,6010,47.035604899377,8.268761734286,3.0,1959.0,1,1,0,1,0,0,1,1,0,0,0
FLAT,1350.0,2.5,65.0,6244,47.190368894371,7.975061739283,1.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
FLAT,1680.0,3.5,89.0,6146,47.170250898376,7.886811737286,2.0,2020.0,0,1,1,1,0,0,1,1,0,1,0
FLAT,1240.0,1.0,33.0,6010,47.029454896374,8.296021738281,6.0,1996.0,0,0,0,0,0,0,0,0,0,0,0
